model,family,task,split,arch,k,acc,tokens,config
1.5B,mbpp,mbpp-0021,calib,seq,3,0.0,405.0,seq_r3
1.5B,mbpp,mbpp-0021,calib,seq,4,0.0,559.0,seq_r4
1.5B,mbpp,mbpp-0021,calib,long,2,0.0,193.0,long_m2
1.5B,mbpp,mbpp-0021,calib,long,4,0.0,193.0,long_m4
1.5B,mbpp,mbpp-0021,calib,debate,6,0.0,856.0,debate_a3r2
1.5B,mbpp,mbpp-0022,calib,single,1,0.0,111.0,
1.5B,mbpp,mbpp-0022,calib,prog,4,0.0,446.0,prog_k4
1.5B,mbpp,mbpp-0022,calib,oracle,4,0.0,446.0,oracle_k4
1.5B,mbpp,mbpp-0022,calib,judge,4,0.0,659.5,judge_k4
1.5B,mbpp,mbpp-0022,calib,prog,8,0.0,931.0,prog_k8
1.5B,mbpp,mbpp-0022,calib,oracle,8,0.0,931.0,oracle_k8
1.5B,mbpp,mbpp-0022,calib,judge,8,0.0,1279.0,judge_k8
1.5B,mbpp,mbpp-0022,calib,seq,1,0.0,111.0,seq_r1
1.5B,mbpp,mbpp-0022,calib,seq,2,0.0,276.0,seq_r2
1.5B,mbpp,mbpp-0022,calib,seq,3,0.0,446.0,seq_r3
1.5B,mbpp,mbpp-0022,calib,seq,4,0.0,616.0,seq_r4
1.5B,mbpp,mbpp-0022,calib,long,2,1.0,194.0,long_m2
1.5B,mbpp,mbpp-0022,calib,long,4,1.0,194.0,long_m4
1.5B,mbpp,mbpp-0022,calib,debate,6,0.0,888.0,debate_a3r2
1.5B,mbpp,mbpp-0023,calib,single,1,1.0,110.0,
1.5B,mbpp,mbpp-0023,calib,prog,4,1.0,405.0,prog_k4
1.5B,mbpp,mbpp-0023,calib,oracle,4,1.0,405.0,oracle_k4
1.5B,mbpp,mbpp-0023,calib,judge,4,1.0,634.5,judge_k4
1.5B,mbpp,mbpp-0023,calib,prog,8,1.0,792.0,prog_k8
1.5B,mbpp,mbpp-0023,calib,oracle,8,1.0,792.0,oracle_k8
1.5B,mbpp,mbpp-0023,calib,judge,8,1.0,1133.0,judge_k8
1.5B,mbpp,mbpp-0023,calib,seq,1,1.0,110.0,seq_r1
1.5B,mbpp,mbpp-0023,calib,seq,2,1.0,297.0,seq_r2
1.5B,mbpp,mbpp-0023,calib,seq,3,1.0,494.0,seq_r3
1.5B,mbpp,mbpp-0023,calib,seq,4,0.0,695.0,seq_r4
1.5B,mbpp,mbpp-0023,calib,long,2,1.0,144.0,long_m2
1.5B,mbpp,mbpp-0023,calib,long,4,1.0,144.0,long_m4
1.5B,mbpp,mbpp-0023,calib,debate,6,1.0,875.0,debate_a3r2
1.5B,mbpp,mbpp-0024,calib,single,1,1.0,166.0,
1.5B,mbpp,mbpp-0024,calib,prog,4,1.0,658.5,prog_k4
1.5B,mbpp,mbpp-0024,calib,oracle,4,1.0,658.5,oracle_k4
1.5B,mbpp,mbpp-0024,calib,judge,4,1.0,1038.5,judge_k4
1.5B,mbpp,mbpp-0024,calib,prog,8,1.0,1354.0,prog_k8
1.5B,mbpp,mbpp-0024,calib,oracle,8,1.0,1354.0,oracle_k8
1.5B,mbpp,mbpp-0024,calib,judge,8,1.0,2015.0,judge_k8
1.5B,mbpp,mbpp-0024,calib,seq,1,1.0,166.0,seq_r1
1.5B,mbpp,mbpp-0024,calib,seq,2,1.0,479.0,seq_r2
1.5B,mbpp,mbpp-0024,calib,seq,3,1.0,898.0,seq_r3
1.5B,mbpp,mbpp-0024,calib,seq,4,1.0,1317.0,seq_r4
1.5B,mbpp,mbpp-0024,calib,long,2,0.0,242.0,long_m2
1.5B,mbpp,mbpp-0024,calib,long,4,0.0,242.0,long_m4
1.5B,mbpp,mbpp-0024,calib,debate,6,1.0,1445.0,debate_a3r2
1.5B,mbpp,mbpp-0025,calib,single,1,0.0,111.0,
1.5B,mbpp,mbpp-0025,calib,prog,4,0.0,472.5,prog_k4
1.5B,mbpp,mbpp-0025,calib,oracle,4,0.0,472.5,oracle_k4
1.5B,mbpp,mbpp-0025,calib,judge,4,0.0,729.0,judge_k4
1.5B,mbpp,mbpp-0025,calib,prog,8,0.0,938.0,prog_k8
1.5B,mbpp,mbpp-0025,calib,oracle,8,0.0,938.0,oracle_k8
1.5B,mbpp,mbpp-0025,calib,judge,8,0.0,1333.0,judge_k8
1.5B,mbpp,mbpp-0025,calib,seq,1,0.0,111.0,seq_r1
1.5B,mbpp,mbpp-0025,calib,seq,2,0.0,310.0,seq_r2
1.5B,mbpp,mbpp-0025,calib,seq,3,0.0,514.0,seq_r3
1.5B,mbpp,mbpp-0025,calib,seq,4,0.0,689.0,seq_r4
1.5B,mbpp,mbpp-0025,calib,long,2,0.0,167.0,long_m2
1.5B,mbpp,mbpp-0025,calib,long,4,0.0,167.0,long_m4
1.5B,mbpp,mbpp-0025,calib,debate,6,0.0,965.0,debate_a3r2
1.5B,mbpp,mbpp-0026,calib,single,1,0.0,123.0,
1.5B,mbpp,mbpp-0026,calib,prog,4,0.0,960.5,prog_k4
1.5B,mbpp,mbpp-0026,calib,oracle,4,0.0,960.5,oracle_k4
1.5B,mbpp,mbpp-0026,calib,judge,4,0.0,1545.5,judge_k4
1.5B,mbpp,mbpp-0026,calib,prog,8,0.0,2464.0,prog_k8
1.5B,mbpp,mbpp-0026,calib,oracle,8,0.0,2464.0,oracle_k8
1.5B,mbpp,mbpp-0026,calib,judge,8,0.0,3874.0,judge_k8
1.5B,mbpp,mbpp-0026,calib,seq,1,0.0,123.0,seq_r1
1.5B,mbpp,mbpp-0026,calib,seq,2,0.0,465.0,seq_r2
1.5B,mbpp,mbpp-0026,calib,seq,3,0.0,992.0,seq_r3
1.5B,mbpp,mbpp-0026,calib,seq,4,0.0,1579.0,seq_r4
1.5B,mbpp,mbpp-0026,calib,long,2,0.0,368.0,long_m2
1.5B,mbpp,mbpp-0026,calib,long,4,0.0,368.0,long_m4
1.5B,mbpp,mbpp-0026,calib,debate,6,0.0,2086.0,debate_a3r2
1.5B,mbpp,mbpp-0027,calib,single,1,0.0,115.0,
1.5B,mbpp,mbpp-0027,calib,prog,4,1.0,517.5,prog_k4
1.5B,mbpp,mbpp-0027,calib,oracle,4,1.0,517.5,oracle_k4
1.5B,mbpp,mbpp-0027,calib,judge,4,0.5,743.5,judge_k4
1.5B,mbpp,mbpp-0027,calib,prog,8,1.0,1094.0,prog_k8
1.5B,mbpp,mbpp-0027,calib,oracle,8,1.0,1094.0,oracle_k8
1.5B,mbpp,mbpp-0027,calib,judge,8,1.0,1466.0,judge_k8
1.5B,mbpp,mbpp-0027,calib,seq,1,0.0,115.0,seq_r1
1.5B,mbpp,mbpp-0027,calib,seq,2,1.0,299.0,seq_r2
1.5B,mbpp,mbpp-0027,calib,seq,3,1.0,518.0,seq_r3
1.5B,mbpp,mbpp-0027,calib,seq,4,1.0,737.0,seq_r4
1.5B,mbpp,mbpp-0027,calib,long,2,1.0,229.0,long_m2
1.5B,mbpp,mbpp-0027,calib,long,4,1.0,229.0,long_m4
1.5B,mbpp,mbpp-0027,calib,debate,6,1.0,937.0,debate_a3r2
1.5B,mbpp,mbpp-0028,calib,single,1,0.0,106.0,
1.5B,mbpp,mbpp-0028,calib,prog,4,0.0,384.0,prog_k4
1.5B,mbpp,mbpp-0028,calib,oracle,4,0.0,384.0,oracle_k4
1.5B,mbpp,mbpp-0028,calib,judge,4,0.0,571.5,judge_k4
1.5B,mbpp,mbpp-0028,calib,prog,8,0.0,751.0,prog_k8
1.5B,mbpp,mbpp-0028,calib,oracle,8,0.0,751.0,oracle_k8
1.5B,mbpp,mbpp-0028,calib,judge,8,0.0,1002.0,judge_k8
1.5B,mbpp,mbpp-0028,calib,seq,1,0.0,106.0,seq_r1
1.5B,mbpp,mbpp-0028,calib,seq,2,0.0,292.0,seq_r2
1.5B,mbpp,mbpp-0028,calib,seq,3,1.0,505.0,seq_r3
1.5B,mbpp,mbpp-0028,calib,seq,4,1.0,722.0,seq_r4
1.5B,mbpp,mbpp-0028,calib,long,2,0.0,142.0,long_m2
1.5B,mbpp,mbpp-0028,calib,long,4,0.0,142.0,long_m4
1.5B,mbpp,mbpp-0028,calib,debate,6,0.0,808.0,debate_a3r2
1.5B,mbpp,mbpp-0029,calib,single,1,0.0,120.0,
1.5B,mbpp,mbpp-0029,calib,prog,4,0.0,497.5,prog_k4
1.5B,mbpp,mbpp-0029,calib,oracle,4,0.0,497.5,oracle_k4
1.5B,mbpp,mbpp-0029,calib,judge,4,0.0,786.5,judge_k4
1.5B,mbpp,mbpp-0029,calib,prog,8,0.0,1001.0,prog_k8
1.5B,mbpp,mbpp-0029,calib,oracle,8,0.0,1001.0,oracle_k8
1.5B,mbpp,mbpp-0029,calib,judge,8,0.0,1476.0,judge_k8
1.5B,mbpp,mbpp-0029,calib,seq,1,0.0,120.0,seq_r1
1.5B,mbpp,mbpp-0029,calib,seq,2,0.0,341.0,seq_r2
1.5B,mbpp,mbpp-0029,calib,seq,3,0.0,598.0,seq_r3
1.5B,mbpp,mbpp-0029,calib,seq,4,0.0,936.0,seq_r4
1.5B,mbpp,mbpp-0029,calib,long,2,0.0,201.0,long_m2
1.5B,mbpp,mbpp-0029,calib,long,4,0.0,201.0,long_m4
1.5B,mbpp,mbpp-0029,calib,debate,6,0.0,1386.0,debate_a3r2
1.5B,mbpp,mbpp-0030,test,single,1,0.0,96.0,
1.5B,mbpp,mbpp-0030,test,prog,4,1.0,442.0,prog_k4
1.5B,mbpp,mbpp-0030,test,oracle,4,1.0,442.0,oracle_k4
1.5B,mbpp,mbpp-0030,test,judge,4,1.0,649.5,judge_k4
1.5B,mbpp,mbpp-0030,test,prog,8,1.0,904.0,prog_k8
1.5B,mbpp,mbpp-0030,test,oracle,8,1.0,904.0,oracle_k8
1.5B,mbpp,mbpp-0030,test,judge,8,1.0,1218.0,judge_k8
1.5B,mbpp,mbpp-0030,test,seq,1,0.0,96.0,seq_r1
1.5B,mbpp,mbpp-0030,test,seq,2,1.0,294.0,seq_r2
1.5B,mbpp,mbpp-0030,test,seq,3,1.0,597.0,seq_r3
1.5B,mbpp,mbpp-0030,test,seq,4,0.0,854.0,seq_r4
1.5B,mbpp,mbpp-0030,test,long,2,0.0,204.0,long_m2
1.5B,mbpp,mbpp-0030,test,long,4,0.0,204.0,long_m4
1.5B,mbpp,mbpp-0030,test,debate,6,0.0,841.0,debate_a3r2
1.5B,mbpp,mbpp-0031,test,single,1,1.0,87.0,
1.5B,mbpp,mbpp-0031,test,prog,4,1.0,347.5,prog_k4
1.5B,mbpp,mbpp-0031,test,oracle,4,1.0,347.5,oracle_k4
1.5B,mbpp,mbpp-0031,test,judge,4,1.0,531.0,judge_k4
1.5B,mbpp,mbpp-0031,test,prog,8,1.0,694.0,prog_k8
1.5B,mbpp,mbpp-0031,test,oracle,8,1.0,694.0,oracle_k8
1.5B,mbpp,mbpp-0031,test,judge,8,1.0,985.0,judge_k8
1.5B,mbpp,mbpp-0031,test,seq,1,1.0,87.0,seq_r1
1.5B,mbpp,mbpp-0031,test,seq,2,1.0,246.0,seq_r2
1.5B,mbpp,mbpp-0031,test,seq,3,1.0,429.0,seq_r3
1.5B,mbpp,mbpp-0031,test,seq,4,1.0,640.0,seq_r4
1.5B,mbpp,mbpp-0031,test,long,2,1.0,127.0,long_m2
1.5B,mbpp,mbpp-0031,test,long,4,1.0,127.0,long_m4
1.5B,mbpp,mbpp-0031,test,debate,6,1.0,734.0,debate_a3r2
1.5B,mbpp,mbpp-0032,test,single,1,1.0,169.0,
1.5B,mbpp,mbpp-0032,test,prog,4,1.0,593.5,prog_k4
1.5B,mbpp,mbpp-0032,test,oracle,4,1.0,593.5,oracle_k4
1.5B,mbpp,mbpp-0032,test,judge,4,1.0,1042.0,judge_k4
1.5B,mbpp,mbpp-0032,test,prog,8,1.0,1195.0,prog_k8
1.5B,mbpp,mbpp-0032,test,oracle,8,1.0,1195.0,oracle_k8
1.5B,mbpp,mbpp-0032,test,judge,8,1.0,2008.0,judge_k8
1.5B,mbpp,mbpp-0032,test,seq,1,1.0,169.0,seq_r1
1.5B,mbpp,mbpp-0032,test,seq,2,1.0,659.0,seq_r2
1.5B,mbpp,mbpp-0032,test,seq,3,1.0,1125.0,seq_r3
1.5B,mbpp,mbpp-0032,test,seq,4,1.0,1441.0,seq_r4
1.5B,mbpp,mbpp-0032,test,long,2,1.0,185.0,long_m2
1.5B,mbpp,mbpp-0032,test,long,4,1.0,185.0,long_m4
1.5B,mbpp,mbpp-0032,test,debate,6,1.0,1580.0,debate_a3r2
1.5B,mbpp,mbpp-0033,test,single,1,1.0,82.0,
1.5B,mbpp,mbpp-0033,test,prog,4,1.0,328.0,prog_k4
1.5B,mbpp,mbpp-0033,test,oracle,4,1.0,328.0,oracle_k4
1.5B,mbpp,mbpp-0033,test,judge,4,1.0,507.0,judge_k4
1.5B,mbpp,mbpp-0033,test,prog,8,1.0,656.0,prog_k8
1.5B,mbpp,mbpp-0033,test,oracle,8,1.0,656.0,oracle_k8
1.5B,mbpp,mbpp-0033,test,judge,8,1.0,923.0,judge_k8
1.5B,mbpp,mbpp-0033,test,seq,1,1.0,82.0,seq_r1
1.5B,mbpp,mbpp-0033,test,seq,2,1.0,217.0,seq_r2
1.5B,mbpp,mbpp-0033,test,seq,3,1.0,357.0,seq_r3
1.5B,mbpp,mbpp-0033,test,seq,4,1.0,497.0,seq_r4
1.5B,mbpp,mbpp-0033,test,long,2,1.0,119.0,long_m2
1.5B,mbpp,mbpp-0033,test,long,4,1.0,119.0,long_m4
1.5B,mbpp,mbpp-0033,test,debate,6,1.0,708.0,debate_a3r2
1.5B,mbpp,mbpp-0034,test,single,1,0.0,148.0,
1.5B,mbpp,mbpp-0034,test,prog,4,0.0,557.5,prog_k4
1.5B,mbpp,mbpp-0034,test,oracle,4,0.0,557.5,oracle_k4
1.5B,mbpp,mbpp-0034,test,judge,4,0.0,911.5,judge_k4
1.5B,mbpp,mbpp-0034,test,prog,8,0.0,1073.0,prog_k8
1.5B,mbpp,mbpp-0034,test,oracle,8,0.0,1073.0,oracle_k8
1.5B,mbpp,mbpp-0034,test,judge,8,0.0,1633.0,judge_k8
1.5B,mbpp,mbpp-0034,test,seq,1,0.0,148.0,seq_r1
1.5B,mbpp,mbpp-0034,test,seq,2,0.0,426.0,seq_r2
1.5B,mbpp,mbpp-0034,test,seq,3,0.0,709.0,seq_r3
1.5B,mbpp,mbpp-0034,test,seq,4,0.0,960.0,seq_r4
1.5B,mbpp,mbpp-0034,test,long,2,0.0,209.0,long_m2
1.5B,mbpp,mbpp-0034,test,long,4,0.0,209.0,long_m4
1.5B,mbpp,mbpp-0034,test,debate,6,0.0,1258.0,debate_a3r2
1.5B,mbpp,mbpp-0035,test,single,1,1.0,154.0,
1.5B,mbpp,mbpp-0035,test,prog,4,1.0,586.5,prog_k4
1.5B,mbpp,mbpp-0035,test,oracle,4,1.0,586.5,oracle_k4
1.5B,mbpp,mbpp-0035,test,judge,4,0.5,887.0,judge_k4
1.5B,mbpp,mbpp-0035,test,prog,8,1.0,1259.0,prog_k8
1.5B,mbpp,mbpp-0035,test,oracle,8,1.0,1259.0,oracle_k8
1.5B,mbpp,mbpp-0035,test,judge,8,0.0,1810.0,judge_k8
1.5B,mbpp,mbpp-0035,test,seq,1,1.0,154.0,seq_r1
1.5B,mbpp,mbpp-0035,test,seq,2,1.0,386.0,seq_r2
1.5B,mbpp,mbpp-0035,test,seq,3,1.0,679.0,seq_r3
1.5B,mbpp,mbpp-0035,test,seq,4,1.0,1028.0,seq_r4
1.5B,mbpp,mbpp-0035,test,long,2,1.0,314.0,long_m2
1.5B,mbpp,mbpp-0035,test,long,4,1.0,314.0,long_m4
1.5B,mbpp,mbpp-0035,test,debate,6,0.0,1226.0,debate_a3r2
1.5B,mbpp,mbpp-0036,test,single,1,0.0,178.0,
1.5B,mbpp,mbpp-0036,test,prog,4,0.0,582.5,prog_k4
1.5B,mbpp,mbpp-0036,test,oracle,4,0.0,582.5,oracle_k4
1.5B,mbpp,mbpp-0036,test,judge,4,0.0,1002.0,judge_k4
1.5B,mbpp,mbpp-0036,test,prog,8,0.0,1148.0,prog_k8
1.5B,mbpp,mbpp-0036,test,oracle,8,0.0,1148.0,oracle_k8
1.5B,mbpp,mbpp-0036,test,judge,8,0.0,1874.0,judge_k8
1.5B,mbpp,mbpp-0036,test,seq,1,0.0,178.0,seq_r1
1.5B,mbpp,mbpp-0036,test,seq,2,0.0,520.0,seq_r2
1.5B,mbpp,mbpp-0036,test,seq,3,0.0,958.0,seq_r3
1.5B,mbpp,mbpp-0036,test,seq,4,0.0,1377.0,seq_r4
1.5B,mbpp,mbpp-0036,test,long,2,0.0,215.0,long_m2
1.5B,mbpp,mbpp-0036,test,long,4,0.0,215.0,long_m4
1.5B,mbpp,mbpp-0036,test,debate,6,0.0,1466.0,debate_a3r2
1.5B,mbpp,mbpp-0037,test,single,1,0.0,74.0,
1.5B,mbpp,mbpp-0037,test,prog,4,0.0,387.5,prog_k4
1.5B,mbpp,mbpp-0037,test,oracle,4,0.0,387.5,oracle_k4
1.5B,mbpp,mbpp-0037,test,judge,4,0.0,613.5,judge_k4
1.5B,mbpp,mbpp-0037,test,prog,8,0.0,783.0,prog_k8
1.5B,mbpp,mbpp-0037,test,oracle,8,0.0,783.0,oracle_k8
1.5B,mbpp,mbpp-0037,test,judge,8,0.0,1146.0,judge_k8
1.5B,mbpp,mbpp-0037,test,seq,1,0.0,74.0,seq_r1
1.5B,mbpp,mbpp-0037,test,seq,2,0.0,246.0,seq_r2
1.5B,mbpp,mbpp-0037,test,seq,3,0.0,481.0,seq_r3
1.5B,mbpp,mbpp-0037,test,seq,4,0.0,716.0,seq_r4
1.5B,mbpp,mbpp-0037,test,long,2,0.0,167.0,long_m2
1.5B,mbpp,mbpp-0037,test,long,4,0.0,167.0,long_m4
1.5B,mbpp,mbpp-0037,test,debate,6,0.0,709.0,debate_a3r2
1.5B,mbpp,mbpp-0038,test,single,1,0.0,101.0,
1.5B,mbpp,mbpp-0038,test,prog,4,0.0,414.5,prog_k4
1.5B,mbpp,mbpp-0038,test,oracle,4,0.0,414.5,oracle_k4
1.5B,mbpp,mbpp-0038,test,judge,4,0.0,641.5,judge_k4
1.5B,mbpp,mbpp-0038,test,prog,8,0.0,834.0,prog_k8
1.5B,mbpp,mbpp-0038,test,oracle,8,0.0,834.0,oracle_k8
1.5B,mbpp,mbpp-0038,test,judge,8,0.0,1188.0,judge_k8
1.5B,mbpp,mbpp-0038,test,seq,1,0.0,101.0,seq_r1
1.5B,mbpp,mbpp-0038,test,seq,2,1.0,260.0,seq_r2
1.5B,mbpp,mbpp-0038,test,seq,3,1.0,456.0,seq_r3
1.5B,mbpp,mbpp-0038,test,seq,4,1.0,707.0,seq_r4
1.5B,mbpp,mbpp-0038,test,long,2,0.0,149.0,long_m2
1.5B,mbpp,mbpp-0038,test,long,4,0.0,149.0,long_m4
1.5B,mbpp,mbpp-0038,test,debate,6,1.0,876.0,debate_a3r2
1.5B,mbpp,mbpp-0039,test,single,1,0.0,77.0,
1.5B,mbpp,mbpp-0039,test,prog,4,0.0,330.5,prog_k4
1.5B,mbpp,mbpp-0039,test,oracle,4,0.0,330.5,oracle_k4
1.5B,mbpp,mbpp-0039,test,judge,4,0.0,523.0,judge_k4
1.5B,mbpp,mbpp-0039,test,prog,8,0.0,677.0,prog_k8
1.5B,mbpp,mbpp-0039,test,oracle,8,0.0,677.0,oracle_k8
1.5B,mbpp,mbpp-0039,test,judge,8,0.0,992.0,judge_k8
1.5B,mbpp,mbpp-0039,test,seq,1,0.0,77.0,seq_r1
1.5B,mbpp,mbpp-0039,test,seq,2,0.0,217.0,seq_r2
1.5B,mbpp,mbpp-0039,test,seq,3,0.0,415.0,seq_r3
1.5B,mbpp,mbpp-0039,test,seq,4,1.0,612.0,seq_r4
1.5B,mbpp,mbpp-0039,test,long,2,0.0,193.0,long_m2
1.5B,mbpp,mbpp-0039,test,long,4,0.0,193.0,long_m4
1.5B,mbpp,mbpp-0039,test,debate,6,0.0,733.0,debate_a3r2
1.5B,mbpp,mbpp-0040,test,single,1,0.0,123.0,
1.5B,mbpp,mbpp-0040,test,prog,4,0.0,528.0,prog_k4
1.5B,mbpp,mbpp-0040,test,oracle,4,0.0,528.0,oracle_k4
1.5B,mbpp,mbpp-0040,test,judge,4,0.0,846.0,judge_k4
1.5B,mbpp,mbpp-0040,test,prog,8,0.0,1145.0,prog_k8
1.5B,mbpp,mbpp-0040,test,oracle,8,0.0,1145.0,oracle_k8
1.5B,mbpp,mbpp-0040,test,judge,8,0.0,1760.0,judge_k8
1.5B,mbpp,mbpp-0040,test,seq,1,0.0,123.0,seq_r1
1.5B,mbpp,mbpp-0040,test,seq,2,0.0,319.0,seq_r2
1.5B,mbpp,mbpp-0040,test,seq,3,0.0,520.0,seq_r3
1.5B,mbpp,mbpp-0040,test,seq,4,0.0,755.0,seq_r4
1.5B,mbpp,mbpp-0040,test,long,2,0.0,254.0,long_m2
1.5B,mbpp,mbpp-0040,test,long,4,0.0,254.0,long_m4
1.5B,mbpp,mbpp-0040,test,debate,6,0.0,1290.0,debate_a3r2
1.5B,mbpp,mbpp-0041,test,single,1,1.0,176.0,
1.5B,mbpp,mbpp-0041,test,prog,4,1.0,668.5,prog_k4
1.5B,mbpp,mbpp-0041,test,oracle,4,1.0,668.5,oracle_k4
1.5B,mbpp,mbpp-0041,test,judge,4,0.5,983.0,judge_k4
1.5B,mbpp,mbpp-0041,test,prog,8,1.0,1313.0,prog_k8
1.5B,mbpp,mbpp-0041,test,oracle,8,1.0,1313.0,oracle_k8
1.5B,mbpp,mbpp-0041,test,judge,8,1.0,1758.0,judge_k8
1.5B,mbpp,mbpp-0041,test,seq,1,1.0,176.0,seq_r1
1.5B,mbpp,mbpp-0041,test,seq,2,1.0,603.0,seq_r2
1.5B,mbpp,mbpp-0041,test,seq,3,1.0,1038.0,seq_r3
1.5B,mbpp,mbpp-0041,test,seq,4,1.0,1301.0,seq_r4
1.5B,mbpp,mbpp-0041,test,long,2,1.0,185.0,long_m2
1.5B,mbpp,mbpp-0041,test,long,4,1.0,185.0,long_m4
1.5B,mbpp,mbpp-0041,test,debate,6,0.0,1383.0,debate_a3r2
1.5B,mbpp,mbpp-0042,test,single,1,1.0,70.0,
1.5B,mbpp,mbpp-0042,test,prog,4,1.0,276.5,prog_k4
1.5B,mbpp,mbpp-0042,test,oracle,4,1.0,276.5,oracle_k4
1.5B,mbpp,mbpp-0042,test,judge,4,1.0,416.5,judge_k4
1.5B,mbpp,mbpp-0042,test,prog,8,1.0,553.0,prog_k8
1.5B,mbpp,mbpp-0042,test,oracle,8,1.0,553.0,oracle_k8
1.5B,mbpp,mbpp-0042,test,judge,8,1.0,746.0,judge_k8
1.5B,mbpp,mbpp-0042,test,seq,1,1.0,70.0,seq_r1
1.5B,mbpp,mbpp-0042,test,seq,2,1.0,194.0,seq_r2
1.5B,mbpp,mbpp-0042,test,seq,3,1.0,361.0,seq_r3
1.5B,mbpp,mbpp-0042,test,seq,4,1.0,528.0,seq_r4
1.5B,mbpp,mbpp-0042,test,long,2,1.0,107.0,long_m2
1.5B,mbpp,mbpp-0042,test,long,4,1.0,107.0,long_m4
1.5B,mbpp,mbpp-0042,test,debate,6,1.0,588.0,debate_a3r2
1.5B,mbpp,mbpp-0043,test,single,1,0.0,134.0,
1.5B,mbpp,mbpp-0043,test,prog,4,0.0,503.5,prog_k4
1.5B,mbpp,mbpp-0043,test,oracle,4,0.0,503.5,oracle_k4
1.5B,mbpp,mbpp-0043,test,judge,4,0.0,755.0,judge_k4
1.5B,mbpp,mbpp-0043,test,prog,8,0.0,966.0,prog_k8
1.5B,mbpp,mbpp-0043,test,oracle,8,0.0,966.0,oracle_k8
1.5B,mbpp,mbpp-0043,test,judge,8,0.0,1302.0,judge_k8
1.5B,mbpp,mbpp-0043,test,seq,1,0.0,134.0,seq_r1
1.5B,mbpp,mbpp-0043,test,seq,2,0.0,334.0,seq_r2
1.5B,mbpp,mbpp-0043,test,seq,3,0.0,534.0,seq_r3
1.5B,mbpp,mbpp-0043,test,seq,4,0.0,734.0,seq_r4
1.5B,mbpp,mbpp-0043,test,long,2,0.0,177.0,long_m2
1.5B,mbpp,mbpp-0043,test,long,4,0.0,177.0,long_m4
1.5B,mbpp,mbpp-0043,test,debate,6,0.0,1110.0,debate_a3r2
1.5B,mbpp,mbpp-0044,test,single,1,0.0,92.0,
1.5B,mbpp,mbpp-0044,test,prog,4,0.0,376.5,prog_k4
1.5B,mbpp,mbpp-0044,test,oracle,4,0.0,376.5,oracle_k4
1.5B,mbpp,mbpp-0044,test,judge,4,0.0,574.5,judge_k4
1.5B,mbpp,mbpp-0044,test,prog,8,0.0,757.0,prog_k8
1.5B,mbpp,mbpp-0044,test,oracle,8,0.0,757.0,oracle_k8
1.5B,mbpp,mbpp-0044,test,judge,8,0.0,1054.0,judge_k8
1.5B,mbpp,mbpp-0044,test,seq,1,0.0,92.0,seq_r1
1.5B,mbpp,mbpp-0044,test,seq,2,0.0,238.0,seq_r2
1.5B,mbpp,mbpp-0044,test,seq,3,1.0,412.0,seq_r3
1.5B,mbpp,mbpp-0044,test,seq,4,0.0,670.0,seq_r4
1.5B,mbpp,mbpp-0044,test,long,2,0.0,159.0,long_m2
1.5B,mbpp,mbpp-0044,test,long,4,0.0,159.0,long_m4
1.5B,mbpp,mbpp-0044,test,debate,6,0.0,774.0,debate_a3r2
1.5B,mbpp,mbpp-0045,test,single,1,1.0,135.0,
1.5B,mbpp,mbpp-0045,test,prog,4,1.0,547.0,prog_k4
1.5B,mbpp,mbpp-0045,test,oracle,4,1.0,547.0,oracle_k4
1.5B,mbpp,mbpp-0045,test,judge,4,1.0,795.0,judge_k4
1.5B,mbpp,mbpp-0045,test,prog,8,1.0,1102.0,prog_k8
1.5B,mbpp,mbpp-0045,test,oracle,8,1.0,1102.0,oracle_k8
1.5B,mbpp,mbpp-0045,test,judge,8,1.0,1465.0,judge_k8
1.5B,mbpp,mbpp-0045,test,seq,1,1.0,135.0,seq_r1
1.5B,mbpp,mbpp-0045,test,seq,2,0.0,326.0,seq_r2
1.5B,mbpp,mbpp-0045,test,seq,3,0.0,567.0,seq_r3
1.5B,mbpp,mbpp-0045,test,seq,4,0.0,802.0,seq_r4
1.5B,mbpp,mbpp-0045,test,long,2,0.0,200.0,long_m2
1.5B,mbpp,mbpp-0045,test,long,4,0.0,200.0,long_m4
1.5B,mbpp,mbpp-0045,test,debate,6,0.0,1043.0,debate_a3r2
1.5B,mbpp,mbpp-0046,test,single,1,0.0,200.0,
1.5B,mbpp,mbpp-0046,test,prog,4,0.0,745.0,prog_k4
1.5B,mbpp,mbpp-0046,test,oracle,4,0.0,745.0,oracle_k4
1.5B,mbpp,mbpp-0046,test,judge,4,0.0,1193.5,judge_k4
1.5B,mbpp,mbpp-0046,test,prog,8,0.0,1288.0,prog_k8
1.5B,mbpp,mbpp-0046,test,oracle,8,0.0,1288.0,oracle_k8
1.5B,mbpp,mbpp-0046,test,judge,8,0.0,1910.0,judge_k8
1.5B,mbpp,mbpp-0046,test,seq,1,0.0,200.0,seq_r1
1.5B,mbpp,mbpp-0046,test,seq,2,0.0,605.0,seq_r2
1.5B,mbpp,mbpp-0046,test,seq,3,0.0,1006.0,seq_r3
1.5B,mbpp,mbpp-0046,test,seq,4,0.0,1329.0,seq_r4
1.5B,mbpp,mbpp-0046,test,long,2,0.0,253.0,long_m2
1.5B,mbpp,mbpp-0046,test,long,4,0.0,253.0,long_m4
1.5B,mbpp,mbpp-0046,test,debate,6,0.0,1732.0,debate_a3r2
1.5B,mbpp,mbpp-0047,test,single,1,1.0,121.0,
